등록번호,청구기호,소장/대여,제목,분야,유형,연도,판형,면수,부수,종이,인쇄 및 후가공,제본,ISBN/ISSN,저자/작가,기획자/편집자,사진가/일러스트레이터,디자이너,발행처,발행일,후원,원본경로
1927,70 I 024,O,베르티아 (안전가옥 오리지널 12),문학,단행본,2021,128×195,320,2500,스노우지; 클라우드; 밍크,오프셋 인쇄; 표지에 라미네이팅; 표지에 형압; 표지에 박,무선 제본; 날개,979-11-91193-27-5,해도연,안전가옥,,이경민,안전가옥,2021.11.19.,홍연화,안전가옥/안전가옥(이경민)-베르티아20211115
1928,70 I 025,O,메리 크리스하우스 (안전가옥 오리지널 14),문학,단행본,2021,128×195,372,2000,랑데뷰; 클라우드; 밍크,오프셋 인쇄; 표지에 코팅; 표지에 박,무선 제본,979-11-91193-33-6,김효인,남다름,최진영,박연미,안전가옥,2021.12.25.,,안전가옥/안전가옥(박연미)-메리크리스하우스20211218
1929,70 I 026,O,기이현상청 사건일지 (안전가옥 오리지널 18),문학,단행본,2022,128×195,292,3500,랑데뷰; 클라우드; 밍크,오프셋 인쇄; 별색 인쇄; 표지에 코팅; 표지에 박; 표지에 형압,무선 제본; 날개,979-11-91193-49-7,이산화,안전가옥,SF소년단,이경민,안전가옥,2022.04.20.,조우리; 황찬주,안전가옥/안전가옥(이경민)-기이현상청20220418
1930,70 I 027,O,모래도시 속 인형들 1 (안전가옥 오리지널 19),문학,단행본,2022,128×195,336,3500,아트지; 마카롱; 밍크,오프셋 인쇄; 별색 인쇄; 표지에 라미네이팅; 표지에 박,무선 제본,979-11-91193-51-0,이경희,남다름,최지수,박연미,안전가옥,2022.05.31.,조우리 황찬주,안전가옥/안전가옥(박연미)-모래도시속인형들20220530
1931,70 I 028,O,온난한 날들 (안전가옥 오리지널 20),문학,단행본,2022,128×195,352,2500,랑데뷰; 클라우드; 밍크,오프셋 인쇄; 별색 인쇄; 표지에 코팅; 표지에 박,무선 제본; 날개,979-11-91193-57-2,윤이안,안전가옥,요이한,이경민,안전가옥,2022.07.13.,,안전가옥/안전가옥(이경민)-온난한 날들(2쇄)20231124
1932,,,스타더스트 패밀리 (안전가옥 오리지널 21),문학,단행본,2022,128×195,272,,,,,979-11-91193-73-2,안세화,남다름,,박연미,안전가옥,2022.11.28.,,안전가옥/안전가옥(박연미)-스타더스트패밀리20221117
1933,70 I 029,O,상사뱀 메소드 (안전가옥 오리지널 22),문학,단행본,2023,128×195,376,1500,랑데뷰; 클라우드; 밍크,오프셋 인쇄; 별색 인쇄; 표지에 코팅; 표지에 박,무선 제본; 날개,979-11-91193-79-4,정이담,김미래,불키드,이경민,안전가옥,2023.01.18.,,안전가옥/안전가옥(이경민)-상사뱀 메소드20230112
1934,70 I 030,O,테디베어는 죽지 않아 (안전가옥 오리지널 27),문학,단행본,2023,128×195,364,3000,랑데뷰; 클라우드; 매직칼라,오프셋 인쇄; 표지에 코팅,무선 제본; 날개,979-11-93024-22-5,조예은,안전가옥; 남다름,최지욱,박연미,안전가옥,2023.06.09.,홍연화,안전가옥/안전가옥(박연미)-테디베어는죽지않아20230602
1935,70 I 031,O,모래도시 속 인형들 2 (안전가옥 오리지널 30),문학,단행본,2023,128×195,384,2000,아트지; 클라우드; 밍크,오프셋 인쇄; 별색 인쇄; 표지에 라미네이팅; 표지에 박,무선 제본; 띠지,979-11-93024-32-4,이경희,남다름,최지수,박연미,안전가옥,2023.11.20.,,안전가옥/안전가옥(박연미)-모래도시속인형들(2)20231113
1936,70 I 032,이경민/O,오류가 발생했습니다 (안전가옥 오리지널 32),문학,단행본,2024,128×195,320,2500,랑데뷰; 클라우드; 매직칼라,오프셋 인쇄; 표지에 코팅; 표지에 박,무선 제본; 날개,979-11-93024-46-1,이산화,박진홍; 윤성훈; 고혜원; 김보희; 신지민; 이수인; 이은진; 임미나,산호,이경민,안전가옥,2024.02.14.,홍연화,안전가옥/안전가옥(이경민)-오류가발생했습니다20240126
1937,70 I 033,O,송곳니 (안전가옥 오리지널 33),문학,단행본,2024,128×195,332,1500,아르떼; 모조지; 화인칼라,오프셋 인쇄; 별색 인쇄; 표지에 코팅; 표지에 박,무선 제본,979-11-93024-60-7,김구일,한우주,해랑,강지구,안전가옥,2024.03.29.,,안전가옥/안전가옥(강지구)-송곳니20240315
1938,70 I 034,O,옐로우 레이디 (안전가옥 오리지널 34),문학,단행본,2024,128×195,352,2000,아트지; 클라우드; 밍크,오프셋 인쇄; 표지에 라미네이팅; 표지에 박,무선 제본; 띠지,979-11-93024-52-2,이아람,남다름,강희경,박연미,안전가옥,2024.04.15.,,안전가옥/안전가옥(박연미)-옐로우레이디20240405
1939,70 I 035,O,꽃이 부서지는 봄 (안전가옥 오리지널 35),문학,단행본,2024,128×195,308,1000,앙상블; 클라우드; 밍크; 아트지,오프셋 인쇄; 표지에 코팅; 표지에 박,무선 제본; 띠지,979-11-93024-67-6,한켠,남다름,,박연미,안전가옥,2024.04.24.,,안전가옥/안전가옥(박연미)-꽃이부서지는봄20240415
1940,70 I 036,O,헤드헌터 (안전가옥 오리지널 36),문학,단행본,2024,128×195,392,1000,랑데뷰; 클라우드; 매직칼라; 스노우지,오프셋 인쇄; 표지에 코팅; 표지에 박,무선 제본; 띠지; 날개,979-11-93024-62-1,이성민,박영산,,이경민,안전가옥,2024.05.14.,,안전가옥/안전가옥(이경민)-헤드헌터20240503
1941,70 I 037,O,급발진 (안전가옥 오리지널 37),문학,단행본,2024,128×195,316,2000,CCP; 모조지; 매직칼라,오프셋 인쇄; 별색 인쇄; 표지에 라미네이팅,무선 제본,979-11-93024-69-0,서귤,안전가옥; 한우주,GOSTI,강지구,안전가옥,2024.06.10.,홍연화,안전가옥/안전가옥(강지구)-급발진 2쇄20240719
1942,70 I 038,이경민,도난: 숨겨진 세계 (안전가옥 오리지널 38),문학,단행본,2024,128×195,344,1500,랑데뷰; 클라우드; 탄트,오프셋 인쇄; 별색 인쇄; 표지에 코팅,무선 제본; 날개,979-11-93024-77-5,이산화,박영산,윤예지,이경민,안전가옥,2024.06.26.,,안전가옥/안전가옥(이경민)-도난 단행본20240614
1943,70 I 039,O,블러디 마더 (안전가옥 오리지널 41),문학,단행본,2024,128×195,276,1500,아르떼; 모조지; 화인칼라,오프셋 인쇄; 별색 인쇄; 표지에 박; 표지에 라미네이팅,무선 제본,979-11-93024-87-4,김보현,한우주,연여인,강지구,안전가옥,2024.10.29.,경기도; 경기문화재단,00/2024년 10월작업진행/안전가옥(강지구)-블러디 마더20241022
1944,70 I 040,O,대멸종 (안전가옥 앤솔로지 2),문학,단행본,2019,140×200,320,200,CCP; E라이트; 매직칼라; 스노우지,오프셋 인쇄; 별색 인쇄; 표지에 코팅,무선 제본; 날개; 띠지,979-11-963470-3-1,강유리; 범유진; 시아란; 심너울; 해도연,윤성훈; 이혜정,,조예인,안전가옥,2019.05.16.,시스템 홈페이,안전가옥/안전가옥(강민구)-대멸종1쇄20190515
1945,,,미세먼지,문학,단행본,2019,105×180,318,1000,아트지; 그린라이트,오프셋 인쇄; 별색 인쇄; 표지에 라미네이팅; 자켓에 라미네이팅,PUR 제본; 자켓,979-11-90174-63-3,류연웅; 김청귤; 박대겸; 김효인; 조예은,이혜정,,금종각,안전가옥,2019.11.11.,,안전가옥/안전가옥-미세먼지20200709
1946,,,담배만이 우리 세상,문학,단행본,2020,117×185,24,,,,,979-11-90174-88-6,류연웅,,,이경민,안전가옥,2020.08.10.,,쪽프레스/쪽프레스-담배만이 우리 세상20200807
1947,,,"땡스 갓, 잇츠 프라이데이",문학,단행본,2020,100×182,162,2000,아트지; E라이트,오프셋 인쇄; 표지에 라미네이팅; 자켓에 라미네이팅,무선 제본; 자켓,979-11-90174-67-1,심너울,이혜정,,금종각,안전가옥,2020.01.20.,,안전가옥/안전가옥-쇼트20200709
1948,70 I 041,O,대리운전 (안전가옥 노크 1),문학,단행본,2023,120×188,192,91,아트지; 밍크; 마카롱,오프셋 인쇄; 별색 인쇄; 표지에 코팅; 표지에 UV 출력,무선 제본; 날개,979-11-91193-94-7,이나래,안전가옥; 김홍익; 이지향; 고혜원; 손미선,,박연미,안전가옥,2023.03.28.,한국콘텐츠진흥원,안전가옥/안전가옥(박연미)-노크01~04시리즈 20230317
1949,70 I 042,O,콩그래츄 그래듀에이션 (안전가옥 노크 2),문학,단행본,2023,120×188,180,91,아트지; 밍크; 마카롱,오프셋 인쇄; 별색 인쇄; 표지에 코팅; 표지에 UV 출력,무선 제본; 날개,979-11-91193-96-1,정다이,안전가옥; 김홍익; 이지향; 고혜원; 양은경,,박연미,안전가옥,2023.03.28.,한국콘텐츠진흥원,안전가옥/안전가옥(박연미)-노크01~04시리즈 20230317
1950,70 I 043,O,초록 안의 세계 (안전가옥 노크 3),문학,단행본,2023,120×188,191,91,아트지; 밍크; 마카롱,오프셋 인쇄; 별색 인쇄; 표지에 코팅; 표지에 UV 출력,무선 제본; 날개,979-11-91193-98-5,이서도,안전가옥; 김홍익; 이지향; 윤성훈; 손미선,,박연미,안전가옥,2023.03.28.,한국콘텐츠진흥원,안전가옥/안전가옥(박연미)-노크01~04시리즈 20230317
1951,70 I 044,O,라스트 스탑 (안전가옥 노크 4),문학,단행본,2023,120×188,232,91,아트지; 밍크; 마카롱,오프셋 인쇄; 별색 인쇄; 표지에 코팅; 표지에 UV 출력,무선 제본; 날개,979-11-93024-00-3,류명환,안전가옥; 김홍익; 이지향; 고혜원; 박성미,,박연미,안전가옥,2023.04.05.,한국콘텐츠진흥원,안전가옥/안전가옥(박연미)-노크01~04시리즈 20230317
1952,70 I 045,O,살아남은 자들 (안전가옥 노크 5),문학,단행본,2023,120×188,208,2000,아트지; 밍크; 마카롱,오프셋 인쇄; 별색 인쇄; 표지에 코팅; 표지에 UV 출력,무선 제본; 날개,979-11-93024-02-7,홍파랑,안전가옥; 김홍익; 이지향; 고혜원; 양은경,,박연미,안전가옥,2023.04.05.,한국콘텐츠진흥원,안전가옥/안전가옥(박연미)-노크05~08시리즈 20230324
1953,70 I 046,O,당신도 아는 이야기 (안전가옥 노크 6),문학,단행본,2023,120×188,200,2000,아트지; 밍크; 마카롱,오프셋 인쇄; 별색 인쇄; 표지에 코팅; 표지에 UV 출력,무선 제본; 날개,979-11-93024-04-1,김강물,안전가옥; 김홍익; 이지향; 윤성훈; 손미선,,박연미,안전가옥,2023.04.05.,한국콘텐츠진흥원,안전가옥/안전가옥(박연미)-노크05~08시리즈 20230324
1954,70 I 047,O,깨끗한 살인 (안전가옥 노크 7),문학,단행본,2023,120×188,228,2000,아트지; 밍크; 마카롱,오프셋 인쇄; 별색 인쇄; 표지에 코팅; 표지에 UV 출력,무선 제본; 날개,979-11-93024-06-5,이지유,안전가옥; 김홍익; 이지향; 윤성훈; 박성미,,박연미,안전가옥,2023.04.05.,한국콘텐츠진흥원,안전가옥/안전가옥(박연미)-노크05~08시리즈 20230324
1955,70 I 048,O,열대의 눈 (안전가옥 노크 8),문학,단행본,2023,120×188,232,2000,아트지; 밍크; 마카롱,오프셋 인쇄; 별색 인쇄; 표지에 코팅; 표지에 UV 출력,무선 제본; 날개,979-11-93024-08-9,사라 진희,안전가옥; 김홍익; 이지향; 윤성훈; 양은경,,박연미,안전가옥,2023.04.05.,한국콘텐츠진흥원,안전가옥/안전가옥(박연미)-노크05~08시리즈 20230324
1956,70 I 049,O,"칵테일, 러브, 좀비",문학,단행본,2024,112×180,208,3000,아트지; 클라우드; 퍼스트 빈티지,오프셋 인쇄; 표지에 라미네이팅; 표지에 박,사철 제본; 둥근양장,979-11-93024-78-2,조예은,이혜정,채수진,이경민,안전가옥,2024.06.26.,,안전가옥/안전가옥(이경민)-칵테일러브좀비20240607
1957,70 I 050,O,자크 리비에르와의 서신,문학,단행본,2026,110×195,96,500,아도니스 러프; 인스퍼 러프; 그문드 노블리치,오프셋 인쇄,무선 제본; 자켓,979-11-998152-2-3,앙토냉 아르토,이옥준,,주상교,양자리출판사,2026.03.28.,,이사님 데스크톱/2026년  03월작업진행/김현준-자크 리비에르와의 서신20260323
1958,,,아주 새로운 고대인들,문학,단행본,2017,130×195,88,,모조지; E라이트,,,979-11-956972-1-2,케이트 템페스트,홍상유,,이선이,에피파니,2017.08.31.,,01거래처/에피파니/에피파니-아주새로운고대인들20170826
1959,70 I 051,박활성,번역과 말,문학,단행본,2014,110×175,48,500,클라우드; CCP,오프셋 인쇄,중철 제본; 띠지,978-89-94207-45-2,배수아; 성귀수; 유나영; 김예령; 엄지영; 김한민; 최애리,김뉘연,,워크룸,워크룸 프레스,2014.11.01.,,03워크룸2층/2014/번역과 말
1960,70 I 052,O,사제와 죽어가는 자의 대화 (사드 전집),문학,단행본,2014,170×256,200,1001,미모; 아인스블랙; 모조지,오프셋 인쇄; 별색 인쇄; 표지에 실크스크린; 표지에 박,사철 제본; 둥근양장; 띠지,978-89-94207-49-0,D.A.F. 드 사드,김뉘연,. 카를 나브로(Karl Nawrot),워크룸,워크룸 프레스,2014.12.02.,,03워크룸2층/2014/1사드 전집 1권
1961,70 I 053,,세계와 바지 / 장애의 화가들 (사뮈엘 베케트 선집),문학,단행본,2016,125×210,88,2000,바르니; 아인스블랙; 북바인딩클로스,오프셋 인쇄; 표지에 박; 표지에 형압,사철 제본; 각양장,978-89-94207-74-2,사뮈엘 베케트; 김예령,김뉘연,김경태,워크룸,워크룸 프레스,2016.11.25.,,03워크룸2층/2016/07베케트 선집 3번째 책
1962,70 I 054,O,이름 붙일 수 없는 자 (사뮈엘 베케트 선집),문학,단행본,2016,125×210,256,1500,바르니; 매직칼라; 북바인딩클로스,오프셋 인쇄; 표지에 박; 표지에 형압,사철 제본; 각양장; 헤드밴드; 가름끈,978-89-94207-66-7,사뮈엘 베케트; 전승화,김뉘연,김경태,워크룸,워크룸 프레스,2016.07.15.,,03워크룸2층/2017/베케트 선집 이름붙일 수 없는자 2쇄
1963,70 I 055,박활성,죽은-머리들 / 소멸자 / 다시 끝내기 위하여 그리고 다른 실패작들 (사뮈엘 베케트 선집),문학,단행본,2016,125×210,120,,,오프셋 인쇄; 표지에 박,,978-89-94207-67-4,사뮈엘 베케트; 임수현,김뉘연,김경태,워크룸,워크룸 프레스,2016.07.15.,,03워크룸2층/2016/베케트/죽은머리 외
1964,70 I 056,박활성,프루스트 (사뮈엘 베케트 선집),문학,단행본,2016,125×210,112,4000,바르니; 아인스; 북바인딩클로스,오프셋 인쇄; 표지에 박; 표지에 형압,사철 제본; 각양장,978-89-94207-77-3,사뮈엘 베케트; 유예진,김뉘연,김경태,워크룸,워크룸 프레스,2016.12.31.,,03워크룸2층/2017/베케트 4번째
1965,,,잠재문학실험실,문학,단행본,2013,108×178,248,,,,사철 제본,978-89-94207-27-8,남종신; 손예원; 정인교,김뉘연,,전용완,작업실유령,2013.08.30.,한국공예·디자인문화진흥원,03워크룸2층/2013/잠재문학실험실
1966,70 I 057,전소영,존 윌킨스의 분석적 언어 (보르헤스라는 우물 1),문학; 인문·철학,단행본,2022,128×182,16,8000,퍼스트 빈티지; 아라벨,오프셋 인쇄; 별색 인쇄; 표지에 박,중철 실 제본,,신우승,신우승,,북극섬,전기가오리,2022.08.31. ,,09전기가오리/전기가오리2022-11월/전기가오리(북극섬)-보르헤스20221123
1967,70 I 058,전소영,"피에르 메나르, 《돈 키호테》의 저자 (보르헤스라는 우물 2)",문학; 인문·철학,단행본,2022,128×182,20,8000,퍼스트 빈티지; 아라벨,오프셋 인쇄; 표지에 박,중철 실 제본,,신우승,신우승,,북극섬,전기가오리,2022.09.30.,,09전기가오리/전기가오리2022-12월/전기가오리(북극섬)-보르헤스-2호20221228
1968,70 I 059,전소영,바벨의 도서관 (보르헤스라는 우물 3),문학; 인문·철학,단행본,2022,128×182,20,7600,퍼스트 빈티지; 아라벨,오프셋 인쇄; 표지에 박,중철 실 제본,,신우승,신우승,,북극섬,전기가오리,2022.12.31.,,09전기가오리/전기가오리2023-02월/전기가오리(북극섬)-보르헤스3호20230215
1969,70 I 060,전소영,아베로에스의 탐색 (보르헤스라는 우물 4),문학; 인문·철학,단행본,2023,128×182,20,7500,퍼스트 빈티지; 아라벨,오프셋 인쇄; 표지에 박,중철 실 제본,,신우승,신우승,,북극섬,전기가오리,2023.02.28.,,09전기가오리/전기가오리2023-04월/전기가오리(북극섬)-보르헤스 4호20230419
1970,70 I 061,O,두 갈래로 갈라지는 오솔길들의 정원 (보르헤스라는 우물 5),문학; 인문·철학,단행본,2023,128×182,20,7500,퍼스트 빈티지; 아라벨,오프셋 인쇄; 표지에 박,중철 실 제본,,신우승,신우승,,북극섬,전기가오리,2023.03.31.,,09전기가오리/전기가오리2023-06월/전기가오리(북극섬)-보르헤스 5호20230621
